Authors	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	Cited by	Link	Affiliations	Authors with affiliations	Abstract	Author Keywords	Index Keywords	Molecular Sequence Numbers	Chemicals/CAS	Tradenames	Manufacturers	Funding Details	References	Correspondence Address	Editors	Sponsors	Publisher	Conference name	Conference date	Conference location	Conference code	ISSN	ISBN	CODEN	DOI	PubMed ID	Language of Original Document	Abbreviated Source Title	Document Type	Source
Reynolds P.	Victoria relief	2008	Tunnels and Tunnelling International		JUNE		16	19			http://www.scopus.com/inward/record.url?eid=2-s2.0-47049116844&partnerID=40&md5=759d9127d79962103fa98a3177749634		Reynolds, P.	A congestion relief scheme will be done as part of the Victoria Station upgrade in London which will be having a sprayed concrete lining (SCL) tunnelling works and jet grouting. Grout forming will be done within most of the ground improvement works over the alignments of the new foot tunnels or Paid Area Link (PAL) with some regular cut-off walls. The solution to the congestion is to add additional access to the Victoria tube platform from the northern end. PAL tunnels will be placed at a level higher than that of Victoria Line station and London Clay for several reasons. The number of tube ticket halls at Victoria will increase due to this relief works while secant pile construction will be used to build the box stations in stages at both locations. However, River Terrace Deposits appears to be of concern for the tunnel works and for the cut and cover boxes. Dewatering will be used for ground treatment whereas the dimensions of most of the PAL tunnels excavation will be 6m high and 5.5m wide. A combination of shotcrete, mesh and lattice arches will be lined to the benched excavation. Finally, a design team will make sure of the constructability of the tunnels.		concrete structure; dewatering; ground improvement; grouting; pile; tunnel lining; tunneling; England; Eurasia; Europe; London [England]; United Kingdom; Western Europe															0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Burger W., Gerhard W.	Lifting the lid on Mixshield performance	2008	Tunnels and Tunnelling International		JUNE		31	34+36			http://www.scopus.com/inward/record.url?eid=2-s2.0-47049086238&partnerID=40&md5=db189138d0c1e267e20038225181f4b7	Herrenknecht AG	Burger, W., Herrenknecht AG; Gerhard, W., Herrenknecht AG	Mixshields offer much potential for future development specifically in terms of increased tunnel diameters and higher face support pressures. As compared with earth pressure balance (EPB) machines, the Mixshield's use of a closed slurry circuit as the mucking system enables higher face pressures to be effectively dealt with. A Mixshield requires lower cutterhead torque compared with an EPB shield as the cutterhead is only excavating the ground at the tunnel face into the suspension-filled excavation chamber. Mixshield machines feature advanced wear detection systems for cutting tools and structure; positive ground support of the tunnel wall along the shield skin; advanced ground improvement scenarios for closed mode from within the machine; total integration of the whole package of above ground and underground measurement; approaching diameters of 18m to 20m; and fully variable, multimode concepts.		ground improvement; machinery; performance assessment; tunnel design; tunneling							Burger, W.; Herrenknecht AGGermany								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Schneider E., Spiegl M.	Convergency compatible support systems	2008	Tunnels and Tunnelling International		JUNE		40	43		5	http://www.scopus.com/inward/record.url?eid=2-s2.0-47049093712&partnerID=40&md5=65f3bd216622515ec9779df4cef89402	Institute of Construction and Material Sciences, Innsbruck University, Innsbruck, Austria; SSP BauConsult GmbH	Schneider, E., Institute of Construction and Material Sciences, Innsbruck University, Innsbruck, Austria; Spiegl, M., SSP BauConsult GmbH	Convergency compatible support systems are well established in conventional tunnelling. Solutions for convergency compatible systems in tunnels driven by shielded TBMs with subsequent segmental lining are still under development. One solution - the installation of deformable elements in the longitudinal joints - is unlikely to make its way from use in conventional tunnelling into mechanised tunnelling. Of the two other remaining solutions - ribbed segment with recess, or compressible filling of the annular gap - the latter is the more promising one. Its application will facilitate tunnel driving by TBM through sections of squeezing rock. Since this method provides higher advance rates than conventional methods of excavation and support its application will save cost and time. For huge projects like the Alpine base-tunnels in Austria, Italy and France and tunnels in Jurassic formations this could be of great importance.		support structure; TBM; tunnel lining; tunneling						Pacher, E., (1964) Deformationsmessung im Versuchsstollen als Mittel zur Erforschung des Gebirgsverhaltens und zur Bemessung des Ausbaues; Felsmech und Ing, , Geol, Suppl. I; Lunardi, P., The design and construction of tunnels using the approach based in the analysis for controlled deformations in rock and soils (2000) T&T International, (SUPPL.); Kovari, K., Ehrbar, H., (2008) Vortrag beim Swiss Tunnel Congress, , Die druckhaften Strecken im TZM-Nord des Gotthard Basistunnels;; Barla, G., et., al., Lessons learned during the excavation of the Saint Martin la Porte access gallery along the Lyon-Turin Base Tunnel (2007) Internationales Symposium Brenner Basistunnel und Zulaufstrecken, , Innsbruck; Amberg, R., (1993) Detailed design Vereinatunnel lot T4, Northern Section, , Sargans; J Mowlem, 1979. UK Patent application GB 2013757 AMoritz, B., Ductile Support System for Tunnels in Squeezing Rock (1999) Riedmüller, Schubert, Semprich, (HEFT 5). , eds Gruppe Geotechnik Graz, Graz University of Technology; Vigl, A., (2007) Investigations for a Convergence Compatible Lining System, , FELSBAU; Schneider, E., Rotter, K., Saxer, A., Röck, R., (2005) Compex Support System - Komprimierbarer Ringspaltmörtel zur Bewältigung druckhafter Gebirgsbereiche bei TBM-Vortrieben mit starrem Tübbingausbau, , FELSBAU; Taschenbuch für den Tunnelbau, (2008) Deutsche Gesellschaft für Geotechnik e, , V	Schneider, E.; Institute of Construction and Material Sciences, Innsbruck University, Innsbruck, Austria								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Carroll C.	Tunnelling a lifeline to the ocean	2008	Tunnels and Tunnelling International		JUNE		25	28			http://www.scopus.com/inward/record.url?eid=2-s2.0-47049107088&partnerID=40&md5=19f29ddaf75983d1a1c2863f43f4e834	GCD Alliance	Carroll, C., GCD Alliance	Australia's Gold Coast Desalination plant is nearing its completion at the middle of this year. Tunnel construction has been used using two 150 tonne tunnel boring machines (TBM) powering their way through bedrock 50m beneath the sea. TBMs worked 24hrs a day, seven days a week to construct the 3.04m outer diameter, 2.2km long intake and 2km long outlet tunnel. The intake tunnel will collect the seawater and the outlet tunnel will disperse the brine. After completion, the plant will provide 125Ml of fresh drinking water per day to the South East Queensland, approximately 20% of the region's water needs.		desalination; drinking water; seawater; TBM; tunneling; waste facility; Australasia; Australia; Queensland							Carroll, C.; GCD Alliance								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Clarke I.	Eliminating mine water pollution using HDD	2008	Tunnels and Tunnelling International		JUNE		21	23			http://www.scopus.com/inward/record.url?eid=2-s2.0-47049123032&partnerID=40&md5=13d3754563611476328325b9336800bd		Clarke, I.	The Glyncastle Minewater Remediation Scheme is specifically designed to address the pollution problems regarding the Glyncastle coal mine. The scheme called on Longbore to do a directionally drilled bore design that will enable the interception and capture of contaminated mine water in the Neath Valley in South Wales. The Glyncastle colliery was abandoned and eventually the adits collapsed resulting in an accumulation of dissolved iron of up to 60mg/l within the mine water. Longbore thought of making use of horizontal directional drilling techniques to pull the plug out of the bath and to eliminate the mine water in a controllable manner. This design was then approved whereby Longbore was sub-contracted to complete the required drilling work and used American Augers DD-6 HDD rig as well as its associated equipment. The remediation scheme was of a success which was able to capture the contaminated mine waters and eliminated emanations from the diffuse discharge points. Due to its success, a United Kingdom Society of Trenchless Technology (UKSTT) New Installation - Small Project Award and an International Clean Up Innovation Award were both awarded to Longbore.		coal mine; drilling rig; horizontal drilling; iron; mine waste; remediation; water pollution; Eurasia; Europe; Neath Valley; South Wales; United Kingdom; Wales; Western Europe															0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Clarke I.	Trenchless installation and replacement	2008	Tunnels and Tunnelling International		JUNE		44	46			http://www.scopus.com/inward/record.url?eid=2-s2.0-47049126412&partnerID=40&md5=2a5040df68fa88279e8736a2edef30ec		Clarke, I.	Herrenknecht, a renowned expert in large diameter tunnel boring machine (TBM), pipe jacking, microtunneling, and horizontal directional drilling equipment has launched its Easy Pipe system that uses retractable/ reusable jacking pipes in the tunneling process. Now, the company has launched Direct Pipe designed to utilize the power and accuracy of the microtunneling technique to lay larger diameter pipes directly into the ground in a single operation. The development of the Direct Pipe method was not only based on a need to create of a one-step pipe laying method but also on the provision of an efficient alternative to existing methods. The direct installation allows for continuous drill-hole support preventing potential borehole collapse.		horizontal drilling; TBM; trenchless technology; tunneling															0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Thomas T.	Variety is the spice...	2008	Tunnels and Tunnelling International		JUNE		5				http://www.scopus.com/inward/record.url?eid=2-s2.0-47049111636&partnerID=40&md5=102cdc51732945b59b4cfffc611afb47		Thomas, T.	[No abstract available]																	0041414X		TTINF			English	Tunn. Tunn. Int.	Editorial	Scopus
Thomas T.	Let's get (geo)physical	2008	Tunnels and Tunnelling International		MAY		5				http://www.scopus.com/inward/record.url?eid=2-s2.0-45349106759&partnerID=40&md5=8b15d43cc65492f7e996c213cf2a31bc		Thomas, T.	[No abstract available]																	0041414X		TTINF			English	Tunn. Tunn. Int.	Note	Scopus
Burger W., Wehrmeyer G.	The making of the Mixshield - Part 1	2008	Tunnels and Tunnelling International		MAY		35	37+39-40			http://www.scopus.com/inward/record.url?eid=2-s2.0-45349091638&partnerID=40&md5=ec4eec65779f27acba50303b74b76f7d	Herrenknecht AG	Burger, W., Herrenknecht AG; Wehrmeyer, G., Herrenknecht AG	The modern Mixshield TBM is today distinguished by a modular design that allows adaption to different modes of operation for different projects, or a fully-equipped machine for changes mid-drive, a center-free cutterhead drive with three-axis roller bearing for a centrally arranged muck transportation system, center-free cutterhead drive to accommodate various media into the cutterhead and excavation chamber via a rotary joint. Advances now include articulated cutterheads to allow overcutting and full control of cutterhead and main bearing loads, floating thrust cylinder systems to address increased segment length and difficult tunnel alignments, mixed and variable face cutterhead and backloading tool designs, high-pressure mainbearing, articulation and tailseal concepts, vacuum systems for segment erection and advanced systems for data recording and processing of process automation.		excavation; TBM; transportation system; tunnel design						Madl, B., Herrenknecht, M., Anheuser, L., (1996) Mechanised Shield Tunnelling, , Ernst & Sohn; Burger, W., Design Principles For Soft Ground Cutterheads (2007) Proc. RETC, , Toronto; Burger, W., Hard Rock Cutterhead Design (2006) Proc. NAT, p. 2006. , Chicago	Burger, W.; Herrenknecht AGGermany								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Barton N.	A unique metro accident in Brazil	2008	Tunnels and Tunnelling International		MAY		27+29	31			http://www.scopus.com/inward/record.url?eid=2-s2.0-45349101463&partnerID=40&md5=aee504cd94e84f0c98b73a1d721cdbec		Barton, N.	A unique metro accident has occurred in Sao Paolo, Brazil on January 12, 2007. The accident happened when almost the whole of one of the station caverns of 40m length suddenly collapsed, immediately followed by collapse of nearly half of the adjacent 40m diameter and 35m deep station shaft. The station and shaft are near the Pinheiros River, and are part of the new Line 4 of the presently expanding Sao Paulo Metro. Weathered rock fell and caused an air blast in the running tunnel. The investigation was supervised by a government institute IPT. The investigation was conducted from the base of an increasingly deep open excavation supported eventually by hundreds of tie-backs. Differential weathering along the sides of the 10-13m high ridge of rock was identified during the post-collapse excavation.		accident; blasting; collapse; excavation; failure analysis; failure mechanism; tunnel; weathering; Brazil; Sao Paulo [Brazil]; South America															0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Barla G., Rettighieri M., Fournier, Fava A., Triclot J.	Saint Martin squeeze	2008	Tunnels and Tunnelling International		MAY		15+17	19		2	http://www.scopus.com/inward/record.url?eid=2-s2.0-45349086838&partnerID=40&md5=8793b7cc53a49e9a96bb204ac3215acf	Politecnico di Torino, Torino, Italy; LTF; Alpina; Egis	Barla, G., Politecnico di Torino, Torino, Italy; Rettighieri, M., LTF; Fournier, LTF; Fava, A., Alpina; Triclot, J., Egis	The Saint Martin La Porte access adit is part of the under-construction Lyon-Turn high-speed rail link at the center of the axes linking the North and South, East and west Europe. It is excavated in the Carboniferous Formation composed of black schists, sandstones, coal, clay-like shales and cataclastic rocks. The ground is being excavated a novel method, a two-stage excavation sequence with the installation of a shotcrete lining which incorporates steel ribs with sliding connections and yielding concrete elements in longitudinal slots. The adit costs about US$231 million and is 2280m long.		ground conditions; railway construction; shotcrete; tunnel design; tunnel lining; tunneling; Eurasia; Europe						Barla, G., (2002) Tunnelling under squeezing rock conditions, Advances in Geotechnical Engineering, , and Tunnelling; Cantieni, L., Anagnostou, G., On the variability of squeezing in tunnelling (2007) 11th Congress of the International Society for Rock Mechanics; D Debenardi. Viscoplastic behaviour and design of tunnels. PhD Thesis under preparationBarla, G., Bonini, M., Debernardi, D., Time dependent deformations In squeezing tunnels (2008) 12th International Conference of International Association for Computer Methods and Advances In Geomechanics (IACMAG)	Barla, G.; Politecnico di Torino, Torino, Italy								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Jones M.	Performing seals control hazard	2008	Tunnels and Tunnelling International		MAY		43+45	46			http://www.scopus.com/inward/record.url?eid=2-s2.0-45349089328&partnerID=40&md5=594b9e6c4c4fa3db3af4d2885398e111		Jones, M.	The sealing of tunnels involves making them waterproof as well as reduce noise. The tunnels use structural concrete that is of low water absorbency, but there are other alternatives like mix ingredients and additives to better the concrete's inherent impermeability. One ingredient is Sika ViscoCrete range, which improve impermeability by reducing the possible water/cement ratio. Improvement in water impenetrability also involve pozzolanic materials and microsilica to reduce permeability to prevent aggressive agents from penetrating and attack the concrete and reinforcement as well as improving sulphate and chloride resistance. Another widely used material are plastic membranes. Sprayed solutions are also available like UGC's Masterseal 340F sprayable membrane combined with sheet membrane.																	0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Horgan D., Madsen D.	Crossing the bosphorus and beyond	2008	Tunnels and Tunnelling International		MAY		21+23	24			http://www.scopus.com/inward/record.url?eid=2-s2.0-45349083269&partnerID=40&md5=3e13682259ff771209063a69d35981e9	Parsons Brinckerhoff	Horgan, D., Parsons Brinckerhoff; Madsen, D., Parsons Brinckerhoff	The benefits of the new railway include the increase in train journeys from 3% to 27% of all passenger journeys and a direct rail, passenger and freight, connection between Asia and Europe. The crossing of the Bosphorus will take 4 minutes and the project will provide an economic benefit of US$600M per annum. Modern stations and air-conditioned rolling stock will link via seamless interchanges to the planned tram and existing metro systems. Environmental benefits include reducing vehicle emissions, no permanent impacts and no negative visual impacts - the spectacular views over the Bosphorus and Istanbul's historic skyline will be preserved.		economic impact; railway construction; railway transport; strait; tunnel; Bosporus Strait; Eurasia						PB Network Issue, (65). , http://www.pbworld.com/news_events/publications/network, The Marmaray Project	Horgan, D.; Parsons BrinckerhoffUnited States								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Shirlaw J.N., Hulme T.W.	Risk mitigation for slurry TBMs	2008	Tunnels and Tunnelling International		APR		26	28+30		1	http://www.scopus.com/inward/record.url?eid=2-s2.0-44449117478&partnerID=40&md5=fda43823f83462282d5eda7e311c3141		Shirlaw, J.N.; Hulme, T.W.	Slurry generated from TBM use in Singapore show that the Code of Practice for tunneling rightly requires risk assessments to be carried out prior to tunneling. There have been a number of incidents of localized loss of ground. There has been the variation in ground conditions and the use of inefficient machines. There is therefore a need to review the geotechnical and topographic data available, recognize its reliability, assess the machinery obtainable and the workforce available, and evaluate the risks that may arise. A comprehensive contingency plan must be in place and practiced so they can be rapidly implemented if the need arises.		ground conditions; reliability analysis; risk assessment; slurry; TBM; tunneling; Asia; Eurasia; Singapore [Southeast Asia]; Southeast Asia						Shirlaw, J.N., Rosser, J.C.W., Heslop, P.J.E., Immediate settlements due to tunnelling for the North East Line, Singapore (2002) Proceedings - Geotechncial Aspects of Underground Construction in Soft Ground, pp. 209-2114. , Toulouse, p; Shirlaw, J.N., Boone, S., The risk of very large settlements due to EPB tunnelling (2005) 12th Australian Tunnelling Conference, , Brisbane									0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Wallis K.	Heralding a new era in Hong Kong	2008	Tunnels and Tunnelling International		APR		22	25			http://www.scopus.com/inward/record.url?eid=2-s2.0-44449178389&partnerID=40&md5=b7dfb126e8cea3e446fca52163c025eb		Wallis, K.	Hong Kong is set to spend huge investments in tunneling works. The tunneling projects will be used to expand the rail, road and drainage networks. The largest amount of money will be spent expanding Hong Kong's rail network, spiced up by the recent merger of the area's two rail companies, MTR Corporation and the Kowloon-Canton Railway Corporation. There are also plans for continuing long-delayed rail projects, including a new cross-harbor rail line, not to mention new road and drainage tunnels and a road tunnel under one of Hong Kong's shipping channels. The rail network there will be expanded by about 50km, the first of which is the project to extend the existing Island Line on Hong Kong Island. The extension will be entirely underground, and this will continue the Island Line to Kennedy Town. The biggest underground rail project is the Sha Tin to central Link and associated Kwun Tong Line extension. In the drainage sector, there are plans for the construction of the 11km Hong Kong west drainage tunnel. Highway projects include three road tunnels which are now at various stages of planning.		investment; railway construction; transportation planning; tunneling; Asia; China; Eurasia; Far East; Hong Kong															0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Hake D.	Driving Kowloon's Southern Link	2008	Tunnels and Tunnelling International		APR		16	17+19-20			http://www.scopus.com/inward/record.url?eid=2-s2.0-44449127161&partnerID=40&md5=42def22a2f563feed1cf54d0cf360f05	TBM Tunnel	Hake, D., TBM Tunnel	The Kowloon Southern Link contract KDB200 project aims to link the operational East Rail and West Rail lines. The 3.8km railway project is for client MTR Corporation in Hong Kong, and covers twin TBM tunnels, West Kowloon Station, two emergency access and egress shafts, northern cut and cover tunnels connecting to an adjacent contract and southern cut and cover tunnels connecting to the existing station at East Tsim Sha Tsui. The Link 200 JV comprised of Leighton Asia, Balfour Beatty, Kumagai Gumi and John Holland. Presently, the project is facing challenges encountered during the twin stacked, slurry TBM drives.		development project; railway construction; TBM; tunnel design; Asia; China; Eurasia; Far East; Hong Kong; Kowloon							Hake, D.; TBM TunnelUnited States								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Foley A.	High-tech conveyor solutions	2008	Tunnels and Tunnelling International		APR		43	44+46			http://www.scopus.com/inward/record.url?eid=2-s2.0-44449160433&partnerID=40&md5=d18f15c5a75d2ffbe513a62b3108e048		Foley, A.	In cases where space is limited, high-tech conveyor systems are able to offer practical and flexible solutions to many of logistical issues surrounding construction. For example, vertical conveyors have been implemented on the UK's Lower Lea Valley Cable Tunnels. The site used high angle conveyors (HACs) to empty the side tipping muck skips at the site. Vertical conveyors can also be seen in use at the site on the East Side Access project in New York. The contractor is mucking its rock tunnel via a Robbins conveyor through the existing 63rd Street immersed tube tunnel. Users agree that conveyors can offer very smart solutions when shaft space is tight, especially for deeper shafts, as well as move muck around or off a site.																	0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Soloman R., McGirr D., Thomas M.	Drill and blast in confined spaces	2008	Tunnels and Tunnelling International		APR		39	41			http://www.scopus.com/inward/record.url?eid=2-s2.0-44449134209&partnerID=40&md5=4e34b5c73494e6ace2d5ecc915fed704	WECS	Soloman, R., WECS; McGirr, D., WECS; Thomas, M., WECS	Floods that have struck the UK recently prompted works on Wessex Water's 400 schemes to relieve sewer flooding. This program includes the Bristol City project, an area enlisted by the OFWAT as susceptible to flooding. The city center has numerous challenges relating to infrastructure, access, topography and underlying geology. The project is managed by Wessex Water's Wessex Engineering and Construction Services (WECS), the Donaldson Associates, which is involved in route alignment works, site investigation and tunnel design, and Specialist Engineering Services Ltd (SES) for the design of temporary works. The site implemented drill and blast works to build the tunnel.		blasting; drilling; flooding; infrastructural development; sewer network; tunnel design; Bristol [England]; England; Eurasia; Europe; United Kingdom; Wessex; Western Europe							Soloman, R.; WECS								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Thomas T.	Risk in it all...	2008	Tunnels and Tunnelling International		APR		5				http://www.scopus.com/inward/record.url?eid=2-s2.0-44449160942&partnerID=40&md5=9284f7614571dee0af7329f002e72d92		Thomas, T.	[No abstract available]																	0041414X		TTINF			English	Tunn. Tunn. Int.	Note	Scopus
Pearce B., Teck D.K.C., Marotta M., Tong M.	SCL challenge under AYA	2008	Tunnels and Tunnelling International		APR		32	35			http://www.scopus.com/inward/record.url?eid=2-s2.0-44449130480&partnerID=40&md5=fab85aace8cd367d0240bb32c335c3e1	LTA; WSA JV; Amberg and TTI	Pearce, B., LTA; Teck, D.K.C., LTA; Marotta, M., WSA JV; Tong, M., Amberg and TTI	The Land Transport Authority (LTA) of Singapore is currently implementing the Circle Line (CCL) Project, which adds 29 underground stations and 34km to the existing Mass Rapid Transit (MRT) System when completed. The project C855 is made of four stations and 5.2km of tunnels. There is a 70m tunnel section under the road called Ayer Rajah Avenue (AYA), connecting a cut and cover box and a station. The tunnel are constructed using the Sprayed Concrete Lining (SCL) method. SCL was chosen because of the requirement to reduce ground movements and the risk of settlement damage to the major utilities above the tunnels.		ground movement; ground settlement; risk assessment; road construction; transportation system; tunnel design; tunnel lining; underground construction; Asia; Eurasia; Singapore [Southeast Asia]; Southeast Asia						Chun Nam, O., Koh, C., Construction of Rail Tunnels Using Sprayed Concrete Lining for Circle Line Stage, 4. , Singapore; Amberg & TTI. Temporary Support design of mined tunnel at northern end of cut & cover tunnel at Ayer Rajah Avenue	Pearce, B.; LTA								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Francis M., Brinckerhoff P., Winter A., McManus K.	Olympic high voltage provider	2008	Tunnels and Tunnelling International		MAR.		34	37			http://www.scopus.com/inward/record.url?eid=2-s2.0-42649132090&partnerID=40&md5=6dd082b5fbb4b73d427e476a0adc59a3		Francis, M.; Brinckerhoff, P.; Winter, A.; McManus, K.	The Lower Lea Valley Cable Tunnels Project was exposed to the programme pressure from the early planning stage. The flexible and committed approach from the stakeholders, together with the implementation of active risk management, has benefited the project immensely. The construction of the tunnels and the shafts are on time and on budget. The successful completion of the cable tunnels will pave the way for the construction of the Olympic facilities and ultimately, for the successful running of the 2012 London Olympic Games.		risk assessment; shaft; stakeholder; tunnel; tunneling; underground construction															0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Thomas T.	A strategy for the future	2008	Tunnels and Tunnelling International		MAR.		5				http://www.scopus.com/inward/record.url?eid=2-s2.0-42649108101&partnerID=40&md5=bc7fc56f9e2d0f52943e07a1b99ef6f1		Thomas, T.	[No abstract available]																	0041414X		TTINF			English	Tunn. Tunn. Int.	Editorial	Scopus
Kay D., Song Y.-S.	Electronic blasting in Korea	2008	Tunnels and Tunnelling International		MAR.		18	20			http://www.scopus.com/inward/record.url?eid=2-s2.0-42649089839&partnerID=40&md5=716e66f10c947dd3da61e4ebc7a513e9	Orica Mining Services; Hanwha Corporation, Commercial Explosives Division	Kay, D., Orica Mining Services; Song, Y.-S., Hanwha Corporation, Commercial Explosives Division	South Korea is known for its mountainous terrains dominated by granite and limestone. As such, drilling and blasting are the preferred method for infrastructure advancements. One project, Kyung-Chun Railway Line Construction, uses the i-kon Electronic Blasting System (EBS) in its Kang Chon 1 Tunnel. A series of five firings - two preliminary bench marking blasts using conventional non-electric initiation followed by three firings by EBS and modified timings have been performed. The EBS offers the following advantages: the firing and measurements were taken in a production environment; no special controls were taken opposite drill accuracy and charging; improved perimeter control; and more reliable vibration prediction.		blasting; drilling; railway construction; transportation infrastructure; tunnel; tunneling; underground construction; vibration; Asia; Eurasia; Far East; Korea; South Korea							Kay, D.; Orica Mining ServicesAustralia								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Reynolds P.	Looking at tunnel roughness	2008	Tunnels and Tunnelling International		MAR.		22	24			http://www.scopus.com/inward/record.url?eid=2-s2.0-42649098281&partnerID=40&md5=01a776fc3a1a1b8a14b26b90f12c62da		Reynolds, P.	The first use of tunnel boring machine (TBM) in Iceland is marked by the Karahnjukar hydropower project. The headrace and diversion tunnel have been excavated through varied volcanic and sedimentary rocks mostly by TBM with some drill and blast. The Jokulsa branch is almost completed after the excavation was finished in 2006. However, the view was that the available technical data on roughness of long water tunnels was incomplete and of limited reliability. A team drew upon methodology of wall roughness and hydraulic headloss studies that is based on visual inspection and laser measurement. The data obtained from these measurements were transformed from physical to hydraulic roughness, drawing upon three parameters: equivalent sand grain roughness; a friction factor; and a flow resistance coefficient. The research determined that the overall headloss from friction in te TBM-bored section of the headrace was 64m with a tolerance of 10%, which puts it at the lower end of the initial design estimate.		blasting; boring; drilling; surface roughness; TBM; tunnel; tunneling; underground construction; Eurasia; Europe; Iceland; Jokulsa a Fjollum; Northern Europe; Scandinavia							Reynolds, P., Kŕahnjúkar, Iceland								0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
[No author name available]	Global claims	2008	Tunnels and Tunnelling International		MAR.		27	29			http://www.scopus.com/inward/record.url?eid=2-s2.0-84857637363&partnerID=40&md5=5d42d500419208d53a8e81219f462c9a			In a global claim, or total cost claim, the lack of particularity in the claim may mask losses that have been included by the claimant, which are either in fact the legal liability of the claimant themselves or are neutral events. It has been argued that to defeat such a global approach it is simply necessary to defeat one of the grounds for all the others to then fall, put the other way, for the claimant to succeed in a claim with ten heads of claim relating to one lump of money. It is submitted that following the line of common law cases, such a view would not be safe. Some comfort can be taken by contractor claimants that the judicial tide is with them in terms of a reluctance to strike out claims at the first cry of global claim.																	0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Jones M.	Sprayed concrete success	2008	Tunnels and Tunnelling International		MAR.		39+41	42			http://www.scopus.com/inward/record.url?eid=2-s2.0-42649114848&partnerID=40&md5=ffafb9b7c9fc52a37aea9bbc1ee3787d		Jones, M.	Sprayed concrete offers numerous benefits: operator safety improvement, better early-age concrete performance, wider use of fiber reinforcement, better operator training, and achieves desirable properties for fire resistance and waterproofing or control. At the Fifth International Symposium on Sprayed Concrete on 22-24 April, held in Lilehammer, Norway, current developments in underground sprayed technology have been presented. These topics and developments include practical guidelines for shotcrete use on rock exposed to blasting, testing of energy absorption of fiber-reinforced sprayed concrete, tests on restrained shrinkage of shotcrete with steel and glass fibers, use of wet-mix sprayed concrete in permafrost rock, deterioration of steel fiber reinforced sprayed concrete by the action of sulphate-enriched groundwaters and bacteria and papers covering ingredient performance considerations.																	0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Foley A.Amanda	Servicing Helsinki's underground city	2008	Tunnels and Tunnelling International		MAR.		15	17			http://www.scopus.com/inward/record.url?eid=2-s2.0-42649093534&partnerID=40&md5=631e4b5ba9bbae697eb046add3d83d12		Foley, A.Amanda	With the increasing demand for sustainable development and sound land-use planning, the City of Helsinki has decided to capitalize on future construction opportunities by formulating a strategic Underground City Plan. The plan includes 200 underground structures such as metro lines and road tunnel project connecting access roads to the city. The first stage of the project is to extend and enhance pedestrian surface area with the construction of a US$80M service tunnel project stretching 2.5km across the city from east to west.		land use planning; strategic approach; sustainable development; tunnel; tunneling; underground construction; Etela Suomen; Eurasia; Europe; Finland; Helsinki; Northern Europe; Scandinavia															0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
Wallis S.	Brenner's gearing up	2008	Tunnels and Tunnelling International		FEB.		16	17+19-20			http://www.scopus.com/inward/record.url?eid=2-s2.0-40749127617&partnerID=40&md5=d82beb5329a0c90d42711ff9144eb7cc		Wallis, S.	In Austria, the main concerns through the Lower Inn Valley, between the border with Germany and Innsbruck, is the gateway to the Brenner Baseline Tunnel. The TransEuropean Brenner Baseline project is the current focus on the Munich-Verona section of the overall Berlin-Palermo project. The planning and design of the upgrade was funded by Austria and the EU and its US$2.9bn construction cost is funded 95% by Austria and 5% by the EU. The upgrading of the existing lines for the project is managed by BEG, Brenner Eisenbahn GmbH, a company of the Austria railway company ÖBB. The realization of the estimated baseline tunnel is being managed by Brenner Basistunnel SE (BTT), while RFI is handling the Southern Approach works from Verona to the base tunnel and DB in Germany is managing the Northern Approach needs from Munich to the Austrian border. The 40km long Phase 1 project area accommodates 31 separate communities of private and commercial rural and urban property, existing surface rail routes and the regional section of the E60 TransEuropean highway. All tunneling and subsurface excavation on the alignment is scheduled to be completed by the end of 2008.		baseline conditions; European Union; excavation; tunnel design; tunneling; Austria; Central Europe; Eurasia; Europe; Germany; Innsbruck; Tyrol															0041414X		TTINF			English	Tunn. Tunn. Int.	Article	Scopus
